"","chr","start","end","extra1","extra2","GeneSymbol","Chr","Start","End"
"14446",17,26481012,27604619,2.2483e-05,4.64814573952125,"RPL23A",17,27046411,27051377
"45604",17,26481012,27604619,2.2483e-05,4.64814573952125,"SNORD42B",17,27047568,27047634
"45609",17,26481012,27604619,2.2483e-05,4.64814573952125,"SNORD4A",17,27049600,27049671
"45611",17,26481012,27604619,2.2483e-05,4.64814573952125,"SNORD42A",17,27050447,27050510
"45612",17,26481012,27604619,2.2483e-05,4.64814573952125,"SNORD4B",17,27050700,27050771
"15378",17,26481012,27604619,2.2483e-05,4.64814573952125,"TLCD1",17,27051366,27054953
"17109",17,26481012,27604619,2.2483e-05,4.64814573952125,"NEK8",17,27052915,27070473
"21753",17,26481012,27604619,2.2483e-05,4.64814573952125,"TRAF4",17,27071002,27077974
"24112",17,26481012,27604619,2.2483e-05,4.64814573952125,"FAM222B",17,27082996,27182250
"45659",17,26481012,27604619,2.2483e-05,4.64814573952125,"RPL31P58",17,27129462,27129840
"25366",17,26481012,27604619,2.2483e-05,4.64814573952125,"ERAL1",17,27181956,27188085
"45670",17,26481012,27604619,2.2483e-05,4.64814573952125,"MIR451B",17,27188090,27188984
"45671",17,26481012,27604619,2.2483e-05,4.64814573952125,"MIR4732",17,27188090,27188984
"45672",17,26481012,27604619,2.2483e-05,4.64814573952125,"MIR451A",17,27188090,27188984
"45673",17,26481012,27604619,2.2483e-05,4.64814573952125,"MIR144",17,27188090,27188984
"27807",17,26481012,27604619,2.2483e-05,4.64814573952125,"FLOT2",17,27206353,27224697
"29362",17,26481012,27604619,2.2483e-05,4.64814573952125,"DHRS13",17,27224799,27230089
"32127",17,26481012,27604619,2.2483e-05,4.64814573952125,"PHF12",17,27232268,27278789
"33077",17,26481012,27604619,2.2483e-05,4.64814573952125,"PIPOX",17,27277531,27384234
"34761",17,26481012,27604619,2.2483e-05,4.64814573952125,"SEZ6",17,27281919,27333458
"36402",17,26481012,27604619,2.2483e-05,4.64814573952125,"MYO18A",17,27400528,27507430
"40898",17,26481012,27604619,2.2483e-05,4.64814573952125,"TIAF1",17,27400537,27418537
"45970",17,26481012,27604619,2.2483e-05,4.64814573952125,"TWF1P1",17,27530441,27531492
"41187",17,26481012,27604619,2.2483e-05,4.64814573952125,"CRYBA1",17,27573881,27581512
"45972",17,27654604,27668330,0.00214263,2.6690528186137,"RPL35AP35",17,27667500,27667840
"45978",17,27709893,27924179,0.00501643539823009,2.29960477623585,"RNU4-34P",17,27715578,27715701
"41360",17,27709893,27924179,0.00501643539823009,2.29960477623585,"TAOK1",17,27717482,27878922
"45979",17,27709893,27924179,0.00501643539823009,2.29960477623585,"MIR4523",17,27717680,27717748
"45980",17,27709893,27924179,0.00501643539823009,2.29960477623585,"RNU6-711P",17,27751780,27751885
"46007",17,27709893,27924179,0.00501643539823009,2.29960477623585,"RNU6-1034P",17,27772318,27772418
"41822",17,27709893,27924179,0.00501643539823009,2.29960477623585,"ABHD15",17,27887565,27894155
"41948",17,27709893,27924179,0.00501643539823009,2.29960477623585,"TP53I13",17,27893070,27900175
"43365",17,27709893,27924179,0.00501643539823009,2.29960477623585,"GIT1",17,27900487,27921072
"44748",17,27932012,28479105,0.0118167729890765,1.92750110758183,"CORO6",17,27941774,27949925
"45179",17,27932012,28479105,0.0118167729890765,1.92750110758183,"SSH2",17,27952956,28257294
"6559",17,27932012,28479105,0.0118167729890765,1.92750110758183,"RNU6-920P",17,27968629,27968720
"6587",17,27932012,28479105,0.0118167729890765,1.92750110758183,"RPL21P123",17,28043297,28043703
"6636",17,27932012,28479105,0.0118167729890765,1.92750110758183,"RPL9P30",17,28182777,28183350
"46119",17,27932012,28479105,0.0118167729890765,1.92750110758183,"EFCAB5",17,28256218,28435470
"9206",17,27932012,28479105,0.0118167729890765,1.92750110758183,"RNY4P13",17,28386070,28386165
"9254",17,27932012,28479105,0.0118167729890765,1.92750110758183,"MIR3184",17,28444097,28444190
"9260",17,27932012,28479105,0.0118167729890765,1.92750110758183,"MIR423",17,28444097,28444190
"12071",17,28952029,29175244,0.0329712909952607,1.48186404766603,"LRRC37BP1",17,28956698,28964482
"12131",17,28952029,29175244,0.0329712909952607,1.48186404766603,"RN7SL316P",17,29029526,29029793
"49704",17,28952029,29175244,0.0329712909952607,1.48186404766603,"CRLF3",17,29096406,29151794
"15548",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RNU6-298P",17,29188861,29188956
"50262",17,29187109,30080994,0.0118167729890765,1.92750110758183,"TEFM",17,29224354,29233838
"50320",17,29187109,30080994,0.0118167729890765,1.92750110758183,"ADAP2",17,29233362,29286340
"15590",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RN7SL138P",17,29286583,29286867
"50598",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RNF135",17,29295803,29326929
"19159",17,29187109,30080994,0.0118167729890765,1.92750110758183,"DPRXP4",17,29302405,29302972
"21261",17,29187109,30080994,0.0118167729890765,1.92750110758183,"MIR4733",17,29421368,29421443
"51196",17,29187109,30080994,0.0118167729890765,1.92750110758183,"NF1",17,29421945,29709134
"52486",17,29187109,30080994,0.0118167729890765,1.92750110758183,"OMG",17,29599031,29624557
"52559",17,29187109,30080994,0.0118167729890765,1.92750110758183,"EVI2B",17,29630784,29641130
"52655",17,29187109,30080994,0.0118167729890765,1.92750110758183,"EVI2A",17,29644578,29648902
"21284",17,29187109,30080994,0.0118167729890765,1.92750110758183,"AK4P1",17,29672539,29673205
"52722",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RAB11FIP4",17,29718642,29865236
"21301",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RN7SL79P",17,29792561,29792848
"21310",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RN7SL45P",17,29845450,29845745
"21328",17,29187109,30080994,0.0118167729890765,1.92750110758183,"MIR4724",17,29861901,29861989
"21337",17,29187109,30080994,0.0118167729890765,1.92750110758183,"MIR193A",17,29887015,29887102
"21345",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RNU6ATAC7P",17,29890787,29890913
"21351",17,29187109,30080994,0.0118167729890765,1.92750110758183,"MIR4725",17,29902288,29902377
"21360",17,29187109,30080994,0.0118167729890765,1.92750110758183,"MIR365B",17,29902430,29902540
"21398",17,29187109,30080994,0.0118167729890765,1.92750110758183,"RNU6-1134P",17,30040772,30040872
"33415",17,37881273,37933288,0.0118167729890765,1.92750110758183,"MIR4728",17,37882748,37882814
"35279",17,37881273,37933288,0.0118167729890765,1.92750110758183,"MIEN1",17,37884749,37887040
"35817",17,37881273,37933288,0.0118167729890765,1.92750110758183,"GRB7",17,37894180,37903544
"41188",17,53332044,53431007,0.0118167729890765,1.92750110758183,"HLF",17,53342373,53402426
"41705",17,53434286,54152825,0.0329712909952607,1.48186404766603,"MMD",17,53469974,53499353
"14321",17,53434286,54152825,0.0329712909952607,1.48186404766603,"RNU6-1249P",17,53629171,53629281
"41801",17,53434286,54152825,0.0329712909952607,1.48186404766603,"TMEM100",17,53796988,53809482
"41904",17,53434286,54152825,0.0329712909952607,1.48186404766603,"PCTP",17,53828340,53920191
"15004",17,54623927,54779264,0.0118167729890765,1.92750110758183,"RPL39P33",17,54650401,54650556
"42837",17,54623927,54779264,0.0118167729890765,1.92750110758183,"NOG",17,54671060,54672951
"43000",17,54858579,55174105,0.0118167729890765,1.92750110758183,"C17orf67",17,54869274,54916134
"43070",17,54858579,55174105,0.0118167729890765,1.92750110758183,"DGKE",17,54911460,54946036
"15064",17,54858579,55174105,0.0118167729890765,1.92750110758183,"RNU6-1158P",17,54948531,54948637
"43609",17,54858579,55174105,0.0118167729890765,1.92750110758183,"TRIM25",17,54965270,54991399
"15088",17,54858579,55174105,0.0118167729890765,1.92750110758183,"MIR3614",17,54968631,54968716
"44019",17,54858579,55174105,0.0118167729890765,1.92750110758183,"COIL",17,55015548,55038415
"44118",17,54858579,55174105,0.0118167729890765,1.92750110758183,"SCPEP1",17,55055466,55084129
"15165",17,54858579,55174105,0.0118167729890765,1.92750110758183,"RNF126P1",17,55122839,55124158
"15677",17,55460269,55607271,0.0329712909952607,1.48186404766603,"RN7SL437P",17,55489272,55489562
"15716",17,55607672,55749532,0.0329712909952607,1.48186404766603,"RN7SL449P",17,55695469,55695759
"46737",17,56194352,56242879,0.0118167729890765,1.92750110758183,"OR4D1",17,56232494,56233517
"16029",17,56194352,56242879,0.0118167729890765,1.92750110758183,"MSX2P1",17,56234389,56235161
"46747",17,56248031,56349923,0.0329712909952607,1.48186404766603,"EPX",17,56270098,56282535
"47677",17,56248031,56349923,0.0329712909952607,1.48186404766603,"MKS1",17,56282803,56296966
"47956",17,56248031,56349923,0.0329712909952607,1.48186404766603,"LPO",17,56295909,56345879
"48504",17,56355025,56647712,0.0118167729890765,1.92750110758183,"BZRAP1",17,56378592,56406152
"16072",17,56355025,56647712,0.0118167729890765,1.92750110758183,"BZRAP1-AS1",17,56402811,56493127
"18204",17,56355025,56647712,0.0118167729890765,1.92750110758183,"MIR142",17,56408245,56409869
"18671",17,56355025,56647712,0.0118167729890765,1.92750110758183,"MIR4736",17,56413337,56413383
"48870",17,56355025,56647712,0.0118167729890765,1.92750110758183,"SUPT4H1",17,56422539,56430454
"49063",17,56355025,56647712,0.0118167729890765,1.92750110758183,"RNF43",17,56429861,56494956
"49168",17,56355025,56647712,0.0118167729890765,1.92750110758183,"HSF5",17,56497528,56565745
"49336",17,56355025,56647712,0.0118167729890765,1.92750110758183,"MTMR4",17,56566898,56595266
"49579",17,56355025,56647712,0.0118167729890765,1.92750110758183,"SEPT4",17,56597611,56618179
"50206",17,56355025,56647712,0.0118167729890765,1.92750110758183,"C17orf47",17,56618948,56621729
"18754",17,56652096,56829168,0.00501643539823009,2.29960477623585,"RNU1-60P",17,56736510,56736666
"18797",17,56652096,56829168,0.00501643539823009,2.29960477623585,"RNU1-108P",17,56743898,56744058
"19267",17,56652096,56829168,0.00501643539823009,2.29960477623585,"RNU1-52P",17,56754935,56755098
"19275",17,56652096,56829168,0.00501643539823009,2.29960477623585,"RNU1-85P",17,56756888,56757051
"50881",17,56652096,56829168,0.00501643539823009,2.29960477623585,"RAD51C",17,56769934,56811703
"19282",17,56872188,57170711,0.00501643539823009,2.29960477623585,"RNU6-518P",17,56913260,56913355
"19368",17,56872188,57170711,0.00501643539823009,2.29960477623585,"RN7SL716P",17,57136587,57136850
"19394",17,57210069,57290757,2.2483e-05,4.64814573952125,"MIR454",17,57215119,57215233
"19680",17,57210069,57290757,2.2483e-05,4.64814573952125,"MIR301A",17,57228497,57228582
"51541",17,57210069,57290757,2.2483e-05,4.64814573952125,"PRR11",17,57232860,57282066
"19726",17,57307260,57764572,2.2483e-05,4.64814573952125,"SNRPGP17",17,57358491,57358704
"52007",17,57307260,57764572,2.2483e-05,4.64814573952125,"YPEL2",17,57409050,57479090
"19733",17,57307260,57764572,2.2483e-05,4.64814573952125,"MIR4729",17,57443444,57443515
"19771",17,57307260,57764572,2.2483e-05,4.64814573952125,"RNU4-13P",17,57614720,57614860
"52145",17,57307260,57764572,2.2483e-05,4.64814573952125,"DHX40",17,57642886,57685706
"19791",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR21",17,57918627,57918698
"19803",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU6-450P",17,57924799,57924905
"53003",17,57891955,77802119,2.2483e-05,4.64814573952125,"TUBD1",17,57936851,57970304
"19810",17,57891955,77802119,2.2483e-05,4.64814573952125,"NDUFB8P2",17,57962376,57962913
"53348",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPS6KB1",17,57970447,58027925
"53556",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNFT1",17,58029601,58042122
"21388",17,57891955,77802119,2.2483e-05,4.64814573952125,"TBC1D3P1-DHX40P1",17,58039724,58096413
"23592",17,57891955,77802119,2.2483e-05,4.64814573952125,"DHX40P1",17,58053370,58079745
"23700",17,57891955,77802119,2.2483e-05,4.64814573952125,"TBC1D3P1",17,58085798,58094859
"23730",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR4737",17,58120386,58120466
"53655",17,57891955,77802119,2.2483e-05,4.64814573952125,"HEATR6",17,58120555,58156292
"53960",17,57891955,77802119,2.2483e-05,4.64814573952125,"CA4",17,58227297,58248260
"24514",17,57891955,77802119,2.2483e-05,4.64814573952125,"FAM106DP",17,58250683,58251183
"53995",17,57891955,77802119,2.2483e-05,4.64814573952125,"USP32",17,58256455,58499831
"24521",17,57891955,77802119,2.2483e-05,4.64814573952125,"SCARNA20",17,58308877,58309007
"54268",17,57891955,77802119,2.2483e-05,4.64814573952125,"C17orf64",17,58469790,58508782
"26229",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPL12P38",17,58511039,58513357
"54296",17,57891955,77802119,2.2483e-05,4.64814573952125,"APPBP2",17,58520520,58603580
"54357",17,57891955,77802119,2.2483e-05,4.64814573952125,"PPM1D",17,58677544,58741849
"26453",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU6-623P",17,58739694,58739798
"54865",17,57891955,77802119,2.2483e-05,4.64814573952125,"BCAS3",17,58754814,59470199
"26457",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL606P",17,58773674,58773964
"26477",17,57891955,77802119,2.2483e-05,4.64814573952125,"KRT18P61",17,58887526,58888823
"26490",17,57891955,77802119,2.2483e-05,4.64814573952125,"HMGN1P28",17,58928743,58929106
"26495",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL448P",17,58977252,58977544
"55230",17,57891955,77802119,2.2483e-05,4.64814573952125,"TBX2",17,59477257,59486827
"55321",17,57891955,77802119,2.2483e-05,4.64814573952125,"C17orf82",17,59489112,59490641
"55332",17,57891955,77802119,2.2483e-05,4.64814573952125,"TBX4",17,59529765,59562471
"55386",17,57891955,77802119,2.2483e-05,4.64814573952125,"NACA2",17,59667794,59668563
"55401",17,57891955,77802119,2.2483e-05,4.64814573952125,"BRIP1",17,59758627,59940882
"55483",17,57891955,77802119,2.2483e-05,4.64814573952125,"INTS2",17,59942731,60005377
"55733",17,57891955,77802119,2.2483e-05,4.64814573952125,"MED13",17,60019966,60142643
"27393",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL800P",17,60083100,60083348
"27415",17,57891955,77802119,2.2483e-05,4.64814573952125,"POLRMTP1",17,60214333,60218000
"27668",17,57891955,77802119,2.2483e-05,4.64814573952125,"TBC1D3P2",17,60342066,60353016
"6388",17,57891955,77802119,2.2483e-05,4.64814573952125,"EFCAB3",17,60447579,60493837
"28473",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU7-52P",17,60460465,60460527
"28681",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPS23P7",17,60474758,60475503
"9307",17,57891955,77802119,2.2483e-05,4.64814573952125,"METTL2A",17,60501228,60527454
"12183",17,57891955,77802119,2.2483e-05,4.64814573952125,"TLK2",17,60536019,60692842
"16582",17,57891955,77802119,2.2483e-05,4.64814573952125,"MRC2",17,60704762,60770958
"28745",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU6-446P",17,60761266,60761371
"22161",17,57891955,77802119,2.2483e-05,4.64814573952125,"MARCH10",17,60778675,60885705
"28784",17,57891955,77802119,2.2483e-05,4.64814573952125,"SLMO2P3",17,60918462,60919006
"28797",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR633",17,61021576,61021673
"23811",17,57891955,77802119,2.2483e-05,4.64814573952125,"TANC2",17,61086917,61505060
"25735",17,57891955,77802119,2.2483e-05,4.64814573952125,"CYB561",17,61509665,61523739
"28258",17,57891955,77802119,2.2483e-05,4.64814573952125,"ACE",17,61554422,61599205
"30779",17,57891955,77802119,2.2483e-05,4.64814573952125,"ACE3P",17,61584417,61597167
"31199",17,57891955,77802119,2.2483e-05,4.64814573952125,"KCNH6",17,61600695,61626338
"33434",17,57891955,77802119,2.2483e-05,4.64814573952125,"DCAF7",17,61627822,61671639
"30870",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU6-288P",17,61650603,61650706
"33547",17,57891955,77802119,2.2483e-05,4.64814573952125,"TACO1",17,61678231,61685725
"33670",17,57891955,77802119,2.2483e-05,4.64814573952125,"MAP3K3",17,61699775,61773663
"34693",17,57891955,77802119,2.2483e-05,4.64814573952125,"LIMD2",17,61773262,61778532
"35057",17,57891955,77802119,2.2483e-05,4.64814573952125,"STRADA",17,61780192,61819330
"37661",17,57891955,77802119,2.2483e-05,4.64814573952125,"CCDC47",17,61822610,61853711
"37970",17,57891955,77802119,2.2483e-05,4.64814573952125,"DDX42",17,61850963,61896677
"38698",17,57891955,77802119,2.2483e-05,4.64814573952125,"FTSJ3",17,61896793,61907372
"40103",17,57891955,77802119,2.2483e-05,4.64814573952125,"PSMC5",17,61904512,61909379
"40824",17,57891955,77802119,2.2483e-05,4.64814573952125,"SMARCD2",17,61909444,61920425
"31102",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL805P",17,61917343,61917644
"31114",17,57891955,77802119,2.2483e-05,4.64814573952125,"TCAM1P",17,61926652,61941739
"41160",17,57891955,77802119,2.2483e-05,4.64814573952125,"CSH2",17,61949372,61951126
"44863",17,57891955,77802119,2.2483e-05,4.64814573952125,"GH2",17,61957578,61959295
"45576",17,57891955,77802119,2.2483e-05,4.64814573952125,"CSH1",17,61972275,61974021
"48262",17,57891955,77802119,2.2483e-05,4.64814573952125,"CSHL1",17,61986957,61996198
"48822",17,57891955,77802119,2.2483e-05,4.64814573952125,"GH1",17,61994560,61996179
"49084",17,57891955,77802119,2.2483e-05,4.64814573952125,"CD79B",17,62006100,62009714
"49549",17,57891955,77802119,2.2483e-05,4.64814573952125,"SCN4A",17,62015914,62050278
"49647",17,57891955,77802119,2.2483e-05,4.64814573952125,"C17orf72",17,62075711,62081664
"49813",17,57891955,77802119,2.2483e-05,4.64814573952125,"ICAM2",17,62079954,62097994
"50166",17,57891955,77802119,2.2483e-05,4.64814573952125,"ERN1",17,62116502,62208179
"31632",17,57891955,77802119,2.2483e-05,4.64814573952125,"SNORA76",17,62223330,62223836
"31642",17,57891955,77802119,2.2483e-05,4.64814573952125,"SNORD104",17,62223443,62223512
"50228",17,57891955,77802119,2.2483e-05,4.64814573952125,"TEX2",17,62224587,62340661
"31646",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPL31P57",17,62385676,62386050
"50602",17,57891955,77802119,2.2483e-05,4.64814573952125,"MILR1",17,62461569,62464760
"50616",17,57891955,77802119,2.2483e-05,4.64814573952125,"POLG2",17,62473902,62493154
"50802",17,57891955,77802119,2.2483e-05,4.64814573952125,"DDX5",17,62495734,62504317
"31713",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR3064",17,62496891,62496957
"31715",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR5047",17,62497332,62497431
"51481",17,57891955,77802119,2.2483e-05,4.64814573952125,"CEP95",17,62502706,62538579
"51980",17,57891955,77802119,2.2483e-05,4.64814573952125,"SMURF2",17,62538413,62658186
"31725",17,57891955,77802119,2.2483e-05,4.64814573952125,"MINOS1P2",17,62743382,62743610
"32583",17,57891955,77802119,2.2483e-05,4.64814573952125,"PLEKHM1P",17,62775377,62833272
"32635",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL409P",17,62813308,62813597
"32638",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU7-115P",17,62821883,62821937
"52349",17,57891955,77802119,2.2483e-05,4.64814573952125,"LRRC37A3",17,62850430,62915598
"32641",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL404P",17,62867622,62867902
"32809",17,57891955,77802119,2.2483e-05,4.64814573952125,"SLC16A6P1",17,62936720,62952664
"32838",17,57891955,77802119,2.2483e-05,4.64814573952125,"AMZ2P1",17,62962668,62971694
"52511",17,57891955,77802119,2.2483e-05,4.64814573952125,"GNA13",17,63006833,63052957
"52604",17,57891955,77802119,2.2483e-05,4.64814573952125,"RGS9",17,63133549,63223821
"53058",17,57891955,77802119,2.2483e-05,4.64814573952125,"AXIN2",17,63524681,63557765
"53143",17,57891955,77802119,2.2483e-05,4.64814573952125,"CEP112",17,63631656,64188202
"32930",17,57891955,77802119,2.2483e-05,4.64814573952125,"PSMD7P1",17,64193811,64194356
"53555",17,57891955,77802119,2.2483e-05,4.64814573952125,"APOH",17,64208151,64252643
"33675",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNA5SP444",17,64263861,64263966
"53920",17,57891955,77802119,2.2483e-05,4.64814573952125,"PRKCA",17,64298754,64806861
"33676",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL735P",17,64360147,64360436
"33846",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU6-928P",17,64634389,64634492
"33849",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNA5SP445",17,64635387,64635501
"33855",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR634",17,64783190,64783286
"54037",17,57891955,77802119,2.2483e-05,4.64814573952125,"CACNG5",17,64831235,64881603
"34388",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNA5SP446",17,64891608,64891689
"54079",17,57891955,77802119,2.2483e-05,4.64814573952125,"CACNG4",17,64961026,65029514
"54163",17,57891955,77802119,2.2483e-05,4.64814573952125,"CACNG1",17,65040706,65052909
"54223",17,57891955,77802119,2.2483e-05,4.64814573952125,"HELZ",17,65066554,65242105
"34413",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPL36AP48",17,65220844,65221157
"34473",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNA5SP447",17,65264226,65264344
"54603",17,57891955,77802119,2.2483e-05,4.64814573952125,"PSMD12",17,65334032,65362743
"10730",17,57891955,77802119,2.2483e-05,4.64814573952125,"PITPNC1",17,65373575,65693372
"34490",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL756P",17,65453141,65453406
"34493",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR548AA2",17,65467605,65467701
"34494",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR548D2",17,65467605,65467701
"13463",17,57891955,77802119,2.2483e-05,4.64814573952125,"NOL11",17,65713949,65740647
"34503",17,57891955,77802119,2.2483e-05,4.64814573952125,"SNORA38B",17,65736785,65736915
"34526",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPL17P41",17,65780869,65781409
"18387",17,57891955,77802119,2.2483e-05,4.64814573952125,"BPTF",17,65821640,65980494
"34706",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SL622P",17,65973814,65974084
"23741",17,57891955,77802119,2.2483e-05,4.64814573952125,"C17orf58",17,65987217,65989765
"25456",17,57891955,77802119,2.2483e-05,4.64814573952125,"KPNA2",17,66031635,66042958
"34729",17,57891955,77802119,2.2483e-05,4.64814573952125,"LINC00674",17,66098049,66111659
"34751",17,57891955,77802119,2.2483e-05,4.64814573952125,"LRRC37A16P",17,66121918,66148609
"34792",17,57891955,77802119,2.2483e-05,4.64814573952125,"SH3GL1P3",17,66130816,66131745
"26920",17,57891955,77802119,2.2483e-05,4.64814573952125,"AMZ2",17,66243715,66253297
"28824",17,57891955,77802119,2.2483e-05,4.64814573952125,"ARSG",17,66255323,66418872
"29931",17,57891955,77802119,2.2483e-05,4.64814573952125,"SLC16A6",17,66263167,66287408
"30194",17,57891955,77802119,2.2483e-05,4.64814573952125,"WIPI1",17,66417089,66453654
"35075",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR635",17,66420592,66420689
"31831",17,57891955,77802119,2.2483e-05,4.64814573952125,"PRKAR1A",17,66507921,66547460
"34300",17,57891955,77802119,2.2483e-05,4.64814573952125,"FAM20A",17,66531254,66597530
"35048",17,57891955,77802119,2.2483e-05,4.64814573952125,"ABCA8",17,66863433,66951533
"38224",17,57891955,77802119,2.2483e-05,4.64814573952125,"ABCA9",17,66970629,67057205
"35096",17,57891955,77802119,2.2483e-05,4.64814573952125,"ABCA9-AS1",17,67000855,67014464
"39567",17,57891955,77802119,2.2483e-05,4.64814573952125,"ABCA6",17,67074843,67138029
"35106",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR4524B",17,67095683,67095797
"35107",17,57891955,77802119,2.2483e-05,4.64814573952125,"MIR4524A",17,67095683,67095797
"41678",17,57891955,77802119,2.2483e-05,4.64814573952125,"ABCA10",17,67143355,67240987
"6820",17,57891955,77802119,2.2483e-05,4.64814573952125,"ABCA5",17,67240452,67323385
"35116",17,57891955,77802119,2.2483e-05,4.64814573952125,"SNRPGP4",17,67314874,67315102
"18578",17,57891955,77802119,2.2483e-05,4.64814573952125,"MAP2K6",17,67410839,67539472
"35225",17,57891955,77802119,2.2483e-05,4.64814573952125,"LINC01028",17,68047418,68064236
"22277",17,57891955,77802119,2.2483e-05,4.64814573952125,"KCNJ16",17,68049570,68131749
"35559",17,57891955,77802119,2.2483e-05,4.64814573952125,"KCNJ2-AS1",17,68163102,68165543
"24472",17,57891955,77802119,2.2483e-05,4.64814573952125,"KCNJ2",17,68164814,68176189
"35562",17,57891955,77802119,2.2483e-05,4.64814573952125,"CALM2P1",17,68237465,68237902
"36196",17,57891955,77802119,2.2483e-05,4.64814573952125,"CASC17",17,69093916,69198318
"36357",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU7-155P",17,69294297,69294359
"36361",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNU6-305P",17,69307309,69307383
"36433",17,57891955,77802119,2.2483e-05,4.64814573952125,"LINC01152",17,70026432,70034889
"36643",17,57891955,77802119,2.2483e-05,4.64814573952125,"SOX9-AS1",17,70033455,70217977
"25379",17,57891955,77802119,2.2483e-05,4.64814573952125,"SOX9",17,70117161,70122561
"36696",17,57891955,77802119,2.2483e-05,4.64814573952125,"LINC00511",17,70319264,70636611
"37348",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPL32P33",17,70623370,70623763
"25516",17,57891955,77802119,2.2483e-05,4.64814573952125,"SLC39A11",17,70642088,71088851
"37353",17,57891955,77802119,2.2483e-05,4.64814573952125,"RN7SKP180",17,70659962,70660291
"37367",17,57891955,77802119,2.2483e-05,4.64814573952125,"POLR3KP2",17,71159174,71159498
"27268",17,57891955,77802119,2.2483e-05,4.64814573952125,"SSTR2",17,71161151,71167185
"27482",17,57891955,77802119,2.2483e-05,4.64814573952125,"COG1",17,71189129,71204646
"29781",17,57891955,77802119,2.2483e-05,4.64814573952125,"FAM104A",17,71203492,71232892
"30394",17,57891955,77802119,2.2483e-05,4.64814573952125,"C17orf80",17,71228372,71245091
"31499",17,57891955,77802119,2.2483e-05,4.64814573952125,"CPSF4L",17,71244588,71258491
"31616",17,57891955,77802119,2.2483e-05,4.64814573952125,"CDC42EP4",17,71279763,71308314
"32410",17,57891955,77802119,2.2483e-05,4.64814573952125,"SDK2",17,71330523,71640228
"37552",17,57891955,77802119,2.2483e-05,4.64814573952125,"LINC00469",17,71746469,71824659
"35383",17,57891955,77802119,2.2483e-05,4.64814573952125,"RPL38",17,72199721,72206794
"36182",17,57891955,77802119,2.2483e-05,4.64814573952125,"TTYH2",17,72209653,72258155
"37787",17,57891955,77802119,2.2483e-05,4.64814573952125,"DNAI2",17,72270386,72311023
"38460",17,57891955,77802119,2.2483e-05,4.64814573952125,"KIF19",17,72322349,72351959
"40228",17,57891955,77802119,2.2483e-05,4.64814573952125,"BTBD17",17,72352555,72358085
"40251",17,57891955,77802119,2.2483e-05,4.64814573952125,"GPR142",17,72363546,72368761
"37913",17,57891955,77802119,2.2483e-05,4.64814573952125,"RNA5SP448",17,72413733,72413843
"41009",17,57891955,77802119,2.2483e-05,4.64814573952125,"GPRC5C",17,72420990,72447792
"41570",17,57891955,77802119,2.2483e-05,4.64814573952125,"CD300A",17,72462555,72480933
