Chromosome	Aberration Kind	Region Start [bp]	Region End [bp]	Region Size [bp]	q-value
9	0	17459626	17471768	12143	0.000872071068635969
9	0	17780243	17818646	38404	0.000872071068635969
9	0	17819830	17837879	18050	0.000872071068635969
9	0	17910432	17915658	5227	0.000872071068635969
9	0	17926756	17929267	2512	0.000872071068635969
9	0	17986155	18097781	111627	0.000872071068635969
9	0	18326066	18345987	19922	0.000872071068635969
9	0	18347720	18352315	4596	0.000872071068635969
9	0	18425935	18779533	353599	0.000872071068635969
9	0	18781128	18983875	202748	0.000872071068635969
9	0	19189213	19261721	72509	0.000872071068635969
9	0	19351532	19381656	30125	0.000872071068635969
9	0	19474460	19499280	24821	0.000872071068635969
9	0	19642427	19646677	4251	0.000872071068635969
9	0	19760153	19828235	68083	0.000872071068635969
9	0	20061257	20178381	117125	0.000872071068635969
9	0	24901963	24934407	32445	0.000872071068635969
9	0	24935108	24943774	8667	0.000872071068635969
9	0	25010845	25036463	25619	0.000872071068635969
9	0	25082731	25153537	70807	0.000872071068635969
9	0	25181918	25251861	69944	0.000872071068635969
9	0	25376936	25377209	274	0.000872071068635969
9	0	9593722	9603289	9568	0.00231582003795066
9	0	9719887	9769285	49399	0.00231582003795066
9	0	9823724	9874215	50492	0.00231582003795066
9	0	9985544	10011945	26402	0.00231582003795066
9	0	10020007	10032996	12990	0.00231582003795066
9	0	10056144	10069397	13254	0.00231582003795066
9	0	10075948	10217017	141070	0.00231582003795066
9	0	13068705	13068845	141	0.00231582003795066
9	0	13571608	13571608	1	0.00231582003795066
9	0	13839114	14726000	886887	0.00231582003795066
9	0	14764604	14765030	427	0.00231582003795066
9	0	15032077	15120492	88416	0.00231582003795066
9	0	15132118	15142853	10736	0.00231582003795066
9	0	15248010	15248194	185	0.00231582003795066
9	0	15266768	15509366	242599	0.00231582003795066
9	0	15526499	15590322	63824	0.00231582003795066
9	0	15913444	16054631	141188	0.00231582003795066
9	0	16079165	16082467	3303	0.00231582003795066
9	0	16110623	16145377	34755	0.00231582003795066
9	0	16185668	16186212	545	0.00231582003795066
9	0	16208131	16335469	127339	0.00231582003795066
9	0	16336250	16560210	223961	0.00231582003795066
9	0	16577583	16577695	113	0.00231582003795066
9	0	17307118	17361597	54480	0.00231582003795066
9	0	17406143	17406381	239	0.00231582003795066
9	0	17429426	17450247	20822	0.00231582003795066
9	0	17474208	17720884	246677	0.00231582003795066
9	0	17842128	17907828	65701	0.00231582003795066
9	0	17915817	17919586	3770	0.00231582003795066
9	0	19647143	19753997	106855	0.00231582003795066
9	0	25158523	25178137	19615	0.00231582003795066
9	0	25252131	25376632	124502	0.00231582003795066
9	0	25377308	25509545	132238	0.00231582003795066
9	0	25718004	25718257	254	0.00231582003795066
9	0	9522402	9531452	9051	0.00803418082775411
9	0	9579104	9587003	7900	0.00803418082775411
9	0	9605281	9613484	8204	0.00803418082775411
9	0	9666083	9719384	53302	0.00803418082775411
9	0	9769633	9822053	52421	0.00803418082775411
9	0	9874677	9985419	110743	0.00803418082775411
9	0	10014143	10017154	3012	0.00803418082775411
9	0	10070223	10075721	5499	0.00803418082775411
9	0	10217105	10217105	1	0.00803418082775411
9	0	11158480	11196439	37960	0.00803418082775411
9	0	13076923	13116019	39097	0.00803418082775411
9	0	13575929	13575929	1	0.00803418082775411
9	0	13765759	13838856	73098	0.00803418082775411
9	0	14726024	14764406	38383	0.00803418082775411
9	0	14771517	14848351	76835	0.00803418082775411
9	0	14942035	15031398	89364	0.00803418082775411
9	0	15143752	15247714	103963	0.00803418082775411
9	0	15250107	15262817	12711	0.00803418082775411
9	0	15509619	15518298	8680	0.00803418082775411
9	0	15591372	15909350	317979	0.00803418082775411
9	0	16055069	16078245	23177	0.00803418082775411
9	0	16085209	16108500	23292	0.00803418082775411
9	0	16150309	16185621	35313	0.00803418082775411
9	0	16186535	16205747	19213	0.00803418082775411
9	0	16560269	16576319	16051	0.00803418082775411
9	0	16580302	16670891	90590	0.00803418082775411
9	0	16753416	16753455	40	0.00803418082775411
9	0	16884679	17297105	412427	0.00803418082775411
9	0	17363846	17399095	35250	0.00803418082775411
9	0	17406022	17406022	1	0.00803418082775411
9	0	17407202	17426991	19790	0.00803418082775411
9	0	25517942	25628210	110269	0.00803418082775411
9	0	25702960	25717857	14898	0.00803418082775411
9	0	25719190	25803105	83916	0.00803418082775411
9	0	25916353	25919748	3396	0.00803418082775411
9	0	9517017	9517393	377	0.0322470270152505
9	0	9533062	9575298	42237	0.0322470270152505
9	0	9587559	9590390	2832	0.0322470270152505
9	0	9621487	9664440	42954	0.0322470270152505
9	0	10217683	10349997	132315	0.0322470270152505
9	0	10736580	10737004	425	0.0322470270152505
9	0	11142531	11155116	12586	0.0322470270152505
9	0	12863189	12866220	3032	0.0322470270152505
9	0	12880186	13065680	185495	0.0322470270152505
9	0	13069776	13069776	1	0.0322470270152505
9	0	13117676	13143848	26173	0.0322470270152505
9	0	13240747	13398230	157484	0.0322470270152505
9	0	13690718	13691888	1171	0.0322470270152505
9	0	13747730	13765491	17762	0.0322470270152505
9	0	14848892	14937250	88359	0.0322470270152505
9	0	16671045	16751347	80303	0.0322470270152505
9	0	16756377	16882437	126061	0.0322470270152505
9	0	17399889	17400622	734	0.0322470270152505
9	0	25628249	25696292	68044	0.0322470270152505
9	0	25805127	25910791	105665	0.0322470270152505
9	0	25929038	25956931	27894	0.0322470270152505
1	1	149879545	189572371	39692827	0
1	1	190337153	190560762	223610	0
1	1	190900300	190902747	2448	0
1	1	189573689	189714389	140701	0.000232717289719626
1	1	190301188	190336773	35586	0.000232717289719626
1	1	190562514	190609374	46861	0.000232717289719626
1	1	190708744	190900121	191378	0.000232717289719626
1	1	190903602	191039359	135758	0.000232717289719626
1	1	191085214	191141847	56634	0.000232717289719626
1	1	189718875	190299986	581112	0.000452227014755959
1	1	190624727	190699313	74587	0.000452227014755959
1	1	191041732	191080491	38760	0.000452227014755959
1	1	191142115	191655945	513831	0.000452227014755959
1	1	191664314	191780496	116183	0.000452227014755959
1	1	191658817	191660834	2018	0.00311259375
1	1	191782490	192138414	355925	0.00311259375
1	1	192165254	192363023	197770	0.00311259375
1	1	192384988	192465941	80954	0.00311259375
1	1	192139234	192158067	18834	0.0121181043956044
1	1	192363837	192384797	20961	0.0121181043956044
1	1	192478874	192589502	110629	0.0121181043956044
1	1	192607660	192697412	89753	0.0121181043956044
1	1	192595489	192605507	10019	0.02448225
1	1	192701375	192971518	270144	0.02448225
10	1	415240	22177488	21762249	0
10	1	22654675	24303684	1649010	0
10	1	24508491	24543543	35053	0
10	1	25811835	26137855	326021	0
10	1	26140122	27851700	1711579	0
10	1	27856854	28224563	367710	0
10	1	28302843	28331413	28571	0
10	1	28957854	29054170	96317	0
10	1	29146974	29160457	13484	0
10	1	30114564	30411520	296957	0
10	1	31066248	31086001	19754	0
10	1	31739686	32593476	853791	0
10	1	38237984	38677869	439886	0
10	1	22183710	22319508	135799	3.4250839904011e-05
10	1	22644986	22654456	9471	3.4250839904011e-05
10	1	24304168	24446912	142745	3.4250839904011e-05
10	1	24456416	24507819	51404	3.4250839904011e-05
10	1	24544646	24545433	788	3.4250839904011e-05
10	1	25137772	25624290	486519	3.4250839904011e-05
10	1	25747096	25779135	32040	3.4250839904011e-05
10	1	25781386	25799704	18319	3.4250839904011e-05
10	1	26137975	26140066	2092	3.4250839904011e-05
10	1	27854525	27855762	1238	3.4250839904011e-05
10	1	28225897	28299593	73697	3.4250839904011e-05
10	1	28341783	28603464	261682	3.4250839904011e-05
10	1	28607696	28956404	348709	3.4250839904011e-05
10	1	29061813	29146064	84252	3.4250839904011e-05
10	1	29160836	29348259	187424	3.4250839904011e-05
10	1	29953404	30111971	158568	3.4250839904011e-05
10	1	30413417	31064878	651462	3.4250839904011e-05
10	1	31093585	31732202	638618	3.4250839904011e-05
10	1	32596976	32693171	96196	3.4250839904011e-05
10	1	32697656	32966615	268960	3.4250839904011e-05
10	1	33147097	33384116	237020	3.4250839904011e-05
10	1	34632607	34678932	46326	3.4250839904011e-05
10	1	35873645	35874520	876	3.4250839904011e-05
10	1	38104487	38117722	13236	3.4250839904011e-05
10	1	38162511	38237437	74927	3.4250839904011e-05
10	1	38679109	38918934	239826	3.4250839904011e-05
10	1	38965407	39000036	34630	3.4250839904011e-05
10	1	22320193	22641914	321722	0.000147722572695909
10	1	24447738	24447877	140	0.000147722572695909
10	1	24548718	25133720	585003	0.000147722572695909
10	1	25624845	25655815	30971	0.000147722572695909
10	1	25670435	25742104	71670	0.000147722572695909
10	1	25780207	25780227	21	0.000147722572695909
10	1	28604362	28606743	2382	0.000147722572695909
10	1	29352961	29952718	599758	0.000147722572695909
10	1	32693839	32693853	15	0.000147722572695909
10	1	32967578	33145464	177887	0.000147722572695909
10	1	33386244	33582828	196585	0.000147722572695909
10	1	34613771	34632470	18700	0.000147722572695909
10	1	34685741	34771801	86061	0.000147722572695909
10	1	35822780	35870714	47935	0.000147722572695909
10	1	35874895	36067229	192335	0.000147722572695909
10	1	36166899	36391304	224406	0.000147722572695909
10	1	37942744	38101440	158697	0.000147722572695909
10	1	38120863	38162329	41467	0.000147722572695909
10	1	38918993	38965366	46374	0.000147722572695909
10	1	39000045	39063635	63591	0.000147722572695909
10	1	25661718	25668778	7061	0.000730334064327485
10	1	33584131	33932617	348487	0.000730334064327485
10	1	34538563	34606590	68028	0.000730334064327485
10	1	34773707	35086637	312931	0.000730334064327485
10	1	35128524	35166627	38104	0.000730334064327485
10	1	35328088	35821559	493472	0.000730334064327485
10	1	36071555	36163334	91780	0.000730334064327485
10	1	36392445	36700944	308500	0.000730334064327485
10	1	36702640	36715353	12714	0.000730334064327485
10	1	36758905	36957047	198143	0.000730334064327485
10	1	37733381	37941418	208038	0.000730334064327485
10	1	33932718	34536414	603697	0.00480335096153846
10	1	35086655	35127648	40994	0.00480335096153846
10	1	35167171	35327835	160665	0.00480335096153846
10	1	36701369	36702570	1202	0.00480335096153846
10	1	36715566	36755781	40216	0.00480335096153846
10	1	36959273	37732252	772980	0.00480335096153846
11	1	66714034	73741399	7027366	0
11	1	73865724	73980347	114624	0
11	1	74235491	74270329	34839	0
11	1	74500973	74971747	470775	0
11	1	75239903	75377518	137616	0
11	1	75483563	75484850	1288	0
11	1	75495662	75658379	162718	0
11	1	76374039	76489468	115430	0
11	1	76580710	78461444	1880735	0
11	1	78465793	80726444	2260652	0
11	1	81040385	81107592	67208	0
11	1	81126244	81171701	45458	0
11	1	81298564	81316876	18313	0
11	1	81319065	81385345	66281	0
11	1	81478509	81547923	69415	0
11	1	66622350	66703097	80748	8.57068200493016e-05
11	1	73745315	73863108	117794	8.57068200493016e-05
11	1	73982204	74234538	252335	8.57068200493016e-05
11	1	74278176	74500173	221998	8.57068200493016e-05
11	1	74977067	75239564	262498	8.57068200493016e-05
11	1	75386853	75481664	94812	8.57068200493016e-05
11	1	75489469	75493589	4121	8.57068200493016e-05
11	1	75668198	75734160	65963	8.57068200493016e-05
11	1	75956348	76099806	143459	8.57068200493016e-05
11	1	76121909	76268365	146457	8.57068200493016e-05
11	1	76370004	76370047	44	8.57068200493016e-05
11	1	76489865	76576512	86648	8.57068200493016e-05
11	1	78461661	78461843	183	8.57068200493016e-05
11	1	80726939	80765123	38185	8.57068200493016e-05
11	1	80922968	80982032	59065	8.57068200493016e-05
11	1	81021839	81040340	18502	8.57068200493016e-05
11	1	81107612	81125584	17973	8.57068200493016e-05
11	1	81173176	81296848	123673	8.57068200493016e-05
11	1	81316922	81319028	2107	8.57068200493016e-05
11	1	81390519	81474449	83931	8.57068200493016e-05
11	1	81548204	81583196	34993	8.57068200493016e-05
11	1	66443568	66586204	142637	0.000360213153153153
11	1	66608991	66619804	10814	0.000360213153153153
11	1	75735434	75955539	220106	0.000360213153153153
11	1	76099869	76121711	21843	0.000360213153153153
11	1	76268792	76368327	99536	0.000360213153153153
11	1	80767801	80881472	113672	0.000360213153153153
11	1	80922755	80922877	123	0.000360213153153153
11	1	80982262	81018687	36426	0.000360213153153153
11	1	81585392	81585850	459	0.000360213153153153
11	1	102301960	102356081	54122	0.000360213153153153
11	1	102410028	102424333	14306	0.000360213153153153
11	1	102424802	102532607	107806	0.000360213153153153
11	1	66212429	66437560	225132	0.00247730235439901
11	1	66595060	66608521	13462	0.00247730235439901
11	1	80882389	80921407	39019	0.00247730235439901
11	1	81585912	81690607	104696	0.00247730235439901
11	1	81698345	81930778	232434	0.00247730235439901
11	1	81941157	81944632	3476	0.00247730235439901
11	1	81973656	82034434	60779	0.00247730235439901
11	1	82359954	82459727	99774	0.00247730235439901
11	1	82574872	82646964	72093	0.00247730235439901
11	1	83847610	83849515	1906	0.00247730235439901
11	1	83858142	83872827	14686	0.00247730235439901
11	1	83899904	83972703	72800	0.00247730235439901
11	1	102266643	102298002	31360	0.00247730235439901
11	1	102357341	102405671	48331	0.00247730235439901
11	1	102424628	102424630	3	0.00247730235439901
11	1	102536176	102671398	135223	0.00247730235439901
11	1	102773137	102808353	35217	0.00247730235439901
11	1	66063985	66146304	82320	0.00481397707993475
11	1	66179868	66209491	29624	0.00481397707993475
11	1	81695789	81695838	50	0.00481397707993475
11	1	81938447	81940001	1555	0.00481397707993475
11	1	81945099	81972303	27205	0.00481397707993475
11	1	82035595	82112056	76462	0.00481397707993475
11	1	82467677	82573788	106112	0.00481397707993475
11	1	82650745	82831682	180938	0.00481397707993475
11	1	82878470	83123304	244835	0.00481397707993475
11	1	83128632	83129628	997	0.00481397707993475
11	1	83280884	83788933	508050	0.00481397707993475
11	1	83804605	83846493	41889	0.00481397707993475
11	1	83851976	83854888	2913	0.00481397707993475
11	1	83878337	83894095	15759	0.00481397707993475
11	1	83979042	84068600	89559	0.00481397707993475
11	1	84233860	84399786	165927	0.00481397707993475
11	1	84430589	84437045	6457	0.00481397707993475
11	1	101617462	101668885	51424	0.00481397707993475
11	1	101692322	101712638	20317	0.00481397707993475
11	1	101718703	101831925	113223	0.00481397707993475
11	1	101893940	101913289	19350	0.00481397707993475
11	1	102263273	102263273	1	0.00481397707993475
11	1	102673248	102771453	98206	0.00481397707993475
11	1	102815030	102844853	29824	0.00481397707993475
11	1	66058188	66061233	3046	0.0213351545454545
11	1	66148822	66170611	21790	0.0213351545454545
11	1	82125424	82143983	18560	0.0213351545454545
11	1	82194775	82359847	165073	0.0213351545454545
11	1	82834855	82847243	12389	0.0213351545454545
11	1	82876038	82876270	233	0.0213351545454545
11	1	83123709	83128199	4491	0.0213351545454545
11	1	83140313	83272636	132324	0.0213351545454545
11	1	83791471	83802548	11078	0.0213351545454545
11	1	84069135	84225765	156631	0.0213351545454545
11	1	84400029	84422891	22863	0.0213351545454545
11	1	84437557	84522523	84967	0.0213351545454545
11	1	85087410	85107921	20512	0.0213351545454545
11	1	85609559	85658199	48641	0.0213351545454545
11	1	101576595	101612642	36048	0.0213351545454545
11	1	101670577	101689323	18747	0.0213351545454545
11	1	101714160	101714493	334	0.0213351545454545
11	1	101833986	101887478	53493	0.0213351545454545
11	1	101921933	102262948	341016	0.0213351545454545
11	1	102847172	102886098	38927	0.0213351545454545
12	1	3096891	3260091	163201	0
12	1	3265979	3331674	65696	0
12	1	3468419	3780161	311743	0
12	1	67579845	67775515	195671	0
12	1	68231947	68257206	25260	0
12	1	68273065	68289536	16472	0
12	1	68300412	68382250	81839	0
12	1	68412805	68626382	213578	0
12	1	68742941	70780659	2037719	0
12	1	2060580	2398680	338101	0.000174611320754717
12	1	2791084	2876543	85460	0.000174611320754717
12	1	2880322	3096134	215813	0.000174611320754717
12	1	3332285	3467828	135544	0.000174611320754717
12	1	3780337	3789949	9613	0.000174611320754717
12	1	6426188	6446240	20053	0.000174611320754717
12	1	6505469	6515379	9911	0.000174611320754717
12	1	25410075	25613802	203728	0.000174611320754717
12	1	67546296	67578077	31782	0.000174611320754717
12	1	67783108	68015373	232266	0.000174611320754717
12	1	68192121	68228709	36589	0.000174611320754717
12	1	68267602	68272398	4797	0.000174611320754717
12	1	68293351	68293474	124	0.000174611320754717
12	1	68384993	68410906	25914	0.000174611320754717
12	1	68626917	68669247	42331	0.000174611320754717
12	1	68672285	68739720	67436	0.000174611320754717
12	1	70782854	70821092	38239	0.000174611320754717
12	1	1879680	1944819	65140	0.000360447157390784
12	1	1987245	2058817	71573	0.000360447157390784
12	1	2401387	2434778	33392	0.000360447157390784
12	1	2691589	2790091	98503	0.000360447157390784
12	1	2877424	2878316	893	0.000360447157390784
12	1	3260958	3261559	602	0.000360447157390784
12	1	3791143	4198606	407464	0.000360447157390784
12	1	5145508	5145777	270	0.000360447157390784
12	1	5158567	5275540	116974	0.000360447157390784
12	1	5563509	5590464	26956	0.000360447157390784
12	1	5700796	6049784	348989	0.000360447157390784
12	1	6195527	6417100	221574	0.000360447157390784
12	1	6446777	6504188	57412	0.000360447157390784
12	1	6515619	6721425	205807	0.000360447157390784
12	1	6801129	6952099	150971	0.000360447157390784
12	1	25296853	25319537	22685	0.000360447157390784
12	1	25330451	25370539	40089	0.000360447157390784
12	1	25371462	25377692	6231	0.000360447157390784
12	1	25378408	25402069	23662	0.000360447157390784
12	1	25404604	25404761	158	0.000360447157390784
12	1	25613863	25743315	129453	0.000360447157390784
12	1	67483974	67543509	59536	0.000360447157390784
12	1	68020091	68037109	17019	0.000360447157390784
12	1	68057438	68190229	132792	0.000360447157390784
12	1	68669257	68670718	1462	0.000360447157390784
12	1	70821344	70821933	590	0.000360447157390784
12	1	889902	1301401	411500	0.00116935259409969
12	1	1862158	1879385	17228	0.00116935259409969
12	1	1947193	1986250	39058	0.00116935259409969
12	1	2436522	2620615	184094	0.00116935259409969
12	1	2653440	2690222	36783	0.00116935259409969
12	1	4206219	4347133	140915	0.00116935259409969
12	1	4937575	4967973	30399	0.00116935259409969
12	1	4975231	5141104	165874	0.00116935259409969
12	1	5146003	5156535	10533	0.00116935259409969
12	1	5276905	5563061	286157	0.00116935259409969
12	1	5591531	5699048	107518	0.00116935259409969
12	1	6052868	6195397	142530	0.00116935259409969
12	1	6728947	6791348	62402	0.00116935259409969
12	1	6962978	7054585	91608	0.00116935259409969
12	1	7137615	7276251	138637	0.00116935259409969
12	1	25209764	25287208	77445	0.00116935259409969
12	1	25321083	25325913	4831	0.00116935259409969
12	1	25370603	25370775	173	0.00116935259409969
12	1	25377709	25378389	681	0.00116935259409969
12	1	25744416	26045501	301086	0.00116935259409969
12	1	26319325	26502405	183081	0.00116935259409969
12	1	31995798	31999575	3778	0.00116935259409969
12	1	67466935	67483561	16627	0.00116935259409969
12	1	68044263	68055297	11035	0.00116935259409969
12	1	70827197	70879748	52552	0.00116935259409969
12	1	1306655	1861980	555326	0.00504078826626551
12	1	2620900	2652280	31381	0.00504078826626551
12	1	4347164	4936966	589803	0.00504078826626551
12	1	4969128	4972416	3289	0.00504078826626551
12	1	7059249	7127067	67819	0.00504078826626551
12	1	7278538	7465240	186703	0.00504078826626551
12	1	24725652	25200565	474914	0.00504078826626551
12	1	26046214	26318961	272748	0.00504078826626551
12	1	26504337	26911705	407369	0.00504078826626551
12	1	29458556	29527675	69120	0.00504078826626551
12	1	31048578	31092504	43927	0.00504078826626551
12	1	31232970	31436867	203898	0.00504078826626551
12	1	31474894	31995226	520333	0.00504078826626551
12	1	31999647	32107957	108311	0.00504078826626551
12	1	32215154	32237653	22500	0.00504078826626551
12	1	32298404	32330415	32012	0.00504078826626551
12	1	32336962	32356838	19877	0.00504078826626551
12	1	67409527	67459731	50205	0.00504078826626551
12	1	70879881	71002865	122985	0.00504078826626551
12	1	7465968	7959616	493649	0.0245332876759552
12	1	8242858	8281920	39063	0.0245332876759552
12	1	23219614	24050617	831004	0.0245332876759552
12	1	24163241	24184544	21304	0.0245332876759552
12	1	24223755	24601818	378064	0.0245332876759552
12	1	24617575	24720371	102797	0.0245332876759552
12	1	26911939	27110574	198636	0.0245332876759552
12	1	27147931	27274994	127064	0.0245332876759552
12	1	28242992	28382154	139163	0.0245332876759552
12	1	28552597	28697266	144670	0.0245332876759552
12	1	28751051	28911914	160864	0.0245332876759552
12	1	29070545	29457550	387006	0.0245332876759552
12	1	29531989	29878893	346905	0.0245332876759552
12	1	30751702	30754442	2741	0.0245332876759552
12	1	30779118	30790954	11837	0.0245332876759552
12	1	30808092	30830230	22139	0.0245332876759552
12	1	30902238	31038082	135845	0.0245332876759552
12	1	31092897	31225710	132814	0.0245332876759552
12	1	31440451	31458547	18097	0.0245332876759552
12	1	32113413	32215071	101659	0.0245332876759552
12	1	32239210	32296427	57218	0.0245332876759552
12	1	32331195	32336916	5722	0.0245332876759552
12	1	32357437	32691471	334035	0.0245332876759552
12	1	32834144	32857084	22941	0.0245332876759552
12	1	66801505	66816917	15413	0.0245332876759552
12	1	66824781	66978787	154007	0.0245332876759552
12	1	67029900	67314946	285047	0.0245332876759552
12	1	67319183	67339747	20565	0.0245332876759552
12	1	67343952	67409191	65240	0.0245332876759552
12	1	71008547	71156110	147564	0.0245332876759552
13	1	73811471	73832125	20655	0
13	1	73872614	73888058	15445	0
13	1	109811018	110091455	280438	0
13	1	110860343	111181519	321177	0
13	1	114861495	114861938	444	0
13	1	73786791	73797952	11162	4.89545159194282e-05
13	1	73802671	73810038	7368	4.89545159194282e-05
13	1	73834535	73866061	31527	4.89545159194282e-05
13	1	73893298	74084943	191646	4.89545159194282e-05
13	1	100538591	100603888	65298	4.89545159194282e-05
13	1	101275126	102055668	780543	4.89545159194282e-05
13	1	102117005	102447888	330884	4.89545159194282e-05
13	1	104121218	104476238	355021	4.89545159194282e-05
13	1	104487612	104672448	184837	4.89545159194282e-05
13	1	104943992	105049534	105543	4.89545159194282e-05
13	1	106431828	107025802	593975	4.89545159194282e-05
13	1	107614023	108350837	736815	4.89545159194282e-05
13	1	108359999	108605368	245370	4.89545159194282e-05
13	1	108634581	108880244	245664	4.89545159194282e-05
13	1	108883190	109351981	468792	4.89545159194282e-05
13	1	109727334	109810163	82830	4.89545159194282e-05
13	1	110093488	110860219	766732	4.89545159194282e-05
13	1	111181695	112505755	1324061	4.89545159194282e-05
13	1	112860242	112875315	15074	4.89545159194282e-05
13	1	112880409	112923098	42690	4.89545159194282e-05
13	1	112973521	114860944	1887424	4.89545159194282e-05
13	1	114879713	114981574	101862	4.89545159194282e-05
13	1	73681716	73692790	11075	0.000374353293413174
13	1	73770218	73779179	8962	0.000374353293413174
13	1	73798341	73801729	3389	0.000374353293413174
13	1	74089175	74089175	1	0.000374353293413174
13	1	98947403	98960444	13042	0.000374353293413174
13	1	100538132	100538132	1	0.000374353293413174
13	1	100606001	100911147	305147	0.000374353293413174
13	1	101135302	101274724	139423	0.000374353293413174
13	1	102057623	102113468	55846	0.000374353293413174
13	1	102447908	102653933	206026	0.000374353293413174
13	1	102665842	102677643	11802	0.000374353293413174
13	1	102681248	102685598	4351	0.000374353293413174
13	1	103576289	103599053	22765	0.000374353293413174
13	1	103881137	104121103	239967	0.000374353293413174
13	1	104476484	104487370	10887	0.000374353293413174
13	1	104672517	104714446	41930	0.000374353293413174
13	1	104718039	104940294	222256	0.000374353293413174
13	1	105050420	105383524	333105	0.000374353293413174
13	1	105519680	105756925	237246	0.000374353293413174
13	1	105764118	106430684	666567	0.000374353293413174
13	1	107026546	107172859	146314	0.000374353293413174
13	1	107259486	107259524	39	0.000374353293413174
13	1	107325984	107491451	165468	0.000374353293413174
13	1	107497521	107613870	116350	0.000374353293413174
13	1	108355498	108356329	832	0.000374353293413174
13	1	108609090	108633879	24790	0.000374353293413174
13	1	108881089	108881183	95	0.000374353293413174
13	1	109352751	109377039	24289	0.000374353293413174
13	1	109562741	109726246	163506	0.000374353293413174
13	1	112505865	112857665	351801	0.000374353293413174
13	1	112879100	112879410	311	0.000374353293413174
13	1	112956479	112967324	10846	0.000374353293413174
13	1	114981954	114987458	5505	0.000374353293413174
13	1	73675506	73676003	498	0.00155582676290949
13	1	73700740	73717145	16406	0.00155582676290949
13	1	73734280	73769533	35254	0.00155582676290949
13	1	74092439	74111362	18924	0.00155582676290949
13	1	98300964	98457911	156948	0.00155582676290949
13	1	98690109	98747983	57875	0.00155582676290949
13	1	98941896	98946514	4619	0.00155582676290949
13	1	98960524	98983087	22564	0.00155582676290949
13	1	99118132	99120900	2769	0.00155582676290949
13	1	99196642	99363151	166510	0.00155582676290949
13	1	99762819	99765109	2291	0.00155582676290949
13	1	100327135	100352798	25664	0.00155582676290949
13	1	100356093	100537232	181140	0.00155582676290949
13	1	100920445	101129631	209187	0.00155582676290949
13	1	102654129	102665264	11136	0.00155582676290949
13	1	102677795	102681230	3436	0.00155582676290949
13	1	102689345	102692528	3184	0.00155582676290949
13	1	102710305	102950573	240269	0.00155582676290949
13	1	103293500	103571207	277708	0.00155582676290949
13	1	103600407	103878323	277917	0.00155582676290949
13	1	104715440	104716138	699	0.00155582676290949
13	1	105388992	105516664	127673	0.00155582676290949
13	1	105761075	105762017	943	0.00155582676290949
13	1	107175254	107258304	83051	0.00155582676290949
13	1	107259531	107325560	66030	0.00155582676290949
13	1	107493499	107493947	449	0.00155582676290949
13	1	109379006	109561976	182971	0.00155582676290949
13	1	73675270	73675434	165	0.00586134104046243
13	1	73723513	73726052	2540	0.00586134104046243
13	1	74112120	74126534	14415	0.00586134104046243
13	1	97662053	97663541	1489	0.00586134104046243
13	1	98155254	98172508	17255	0.00586134104046243
13	1	98272902	98291944	19043	0.00586134104046243
13	1	98459918	98687324	227407	0.00586134104046243
13	1	98751514	98754484	2971	0.00586134104046243
13	1	98866139	98939167	73029	0.00586134104046243
13	1	98987454	99115895	128442	0.00586134104046243
13	1	99122373	99126551	4179	0.00586134104046243
13	1	99195090	99195090	1	0.00586134104046243
13	1	99367148	99673309	306162	0.00586134104046243
13	1	99719072	99761109	42038	0.00586134104046243
13	1	99769312	100048061	278750	0.00586134104046243
13	1	100058411	100321894	263484	0.00586134104046243
13	1	100353310	100353870	561	0.00586134104046243
13	1	102692860	102707146	14287	0.00586134104046243
13	1	102951543	103287242	335700	0.00586134104046243
13	1	73653881	73674613	20733	0.0388736155507559
13	1	74126639	74153654	27016	0.0388736155507559
13	1	96347177	96474611	127435	0.0388736155507559
13	1	97538820	97662023	123204	0.0388736155507559
13	1	97667201	97684235	17035	0.0388736155507559
13	1	97761242	97787136	25895	0.0388736155507559
13	1	97915358	97915471	114	0.0388736155507559
13	1	98035303	98148852	113550	0.0388736155507559
13	1	98174528	98175247	720	0.0388736155507559
13	1	98177765	98272819	95055	0.0388736155507559
13	1	98755189	98864995	109807	0.0388736155507559
13	1	99127496	99141272	13777	0.0388736155507559
13	1	99174651	99190905	16255	0.0388736155507559
13	1	99679847	99714036	34190	0.0388736155507559
13	1	100054666	100058121	3456	0.0388736155507559
14	1	23532985	23718137	185153	0.0333121868686869
15	1	23703138	23765819	62682	0.0452533358490566
16	1	75227969	75227983	15	0
16	1	9226370	9226370	1	0.00209371376146789
16	1	9242278	9242278	1	0.00209371376146789
16	1	9318907	9363566	44660	0.00209371376146789
16	1	67922342	67922342	1	0.00209371376146789
16	1	68595666	68785079	189414	0.00209371376146789
16	1	69281399	70246339	964941	0.00209371376146789
16	1	70253942	70756066	502125	0.00209371376146789
16	1	8836090	8925726	89637	0.00703814222222222
16	1	9228532	9241940	13409	0.00703814222222222
16	1	9243717	9318766	75050	0.00703814222222222
16	1	9371023	9430441	59419	0.00703814222222222
16	1	9436005	9503412	67408	0.00703814222222222
16	1	9535675	9537168	1494	0.00703814222222222
16	1	9546609	9562082	15474	0.00703814222222222
16	1	9562745	9566111	3367	0.00703814222222222
16	1	67903337	67920799	17463	0.00703814222222222
16	1	67924025	68112042	188018	0.00703814222222222
16	1	68517284	68591230	73947	0.00703814222222222
16	1	68786234	68914464	128231	0.00703814222222222
